review,rating,restaurant,type
"We had a great dinner here! Mark was the man, well be back!  More",5,SUteiShi,Japanese restaurant
Staff is sweet but food and drinks are beyond subpar. Most of what we ordered was inedible,1,SUteiShi,Japanese restaurant
"Great spot, been here like 2-3 times. Our server Mark was great! Would definitely recommend their hot and crispy shrimp! Will be back soon",5,SUteiShi,Japanese restaurant
the food was great! & our waitor Mark was quick & attentive to all of our needs! he was kind & had a vibrant personality! 10/10 would recommend!  More,5,SUteiShi,Japanese restaurant
Our local sushi restaurant. Can never go wrong here. Mark is great!  More,5,SUteiShi,Japanese restaurant
Thanks to Tommy for great service to customers dedication to work!,5,SUteiShi,Japanese restaurant
Been hearing a lot of good reviews about this place so we decided to celebrate 4th of July here and stopped by for dinner and I must say I really love this place. Absolutely phenomenal food! Honestly this place is the best sushi restaurant   More,5,SUteiShi,Japanese restaurant
"I had a great experience at this establishment, from the ambiance to the staff nothing short of excellence. My server tommy was great, constant professional and his knowledge of the menu made it a quick process. I cannot wait to go back!  More",5,SUteiShi,Japanese restaurant
Great experience & great food. Awesome service by Mark. Thank you wish he helps out everyone I go there,5,SUteiShi,Japanese restaurant
Great dining experience from our server tommy. Great personality and very welcoming. He made us very comfortable. Food and ambiance was great. Definitely will come back to this place  More,5,SUteiShi,Japanese restaurant
Great food and great service from our server Ms. Lyka. Will definitely comeback to try more choices ,5,SUteiShi,Japanese restaurant
This is one of my favorite sushi restaurant in manhattan. Foods are great specially the tuna ravioli appetizer. My server Lyka is to attentive and nice she's assuring all the needs of her customers very nice place to eat and relax.,5,SUteiShi,Japanese restaurant
Wonderful service!  Tons of seatings outside and inside!  This is a pretty vibrant environment with tons of things going on around.  This is pretty much in the heart of the Seaport.  The sushi is good but not spectacular.  Good sushiOptions though.  If youre craving sushi then definitely check this place out!,4,SUteiShi,Japanese restaurant
"The service was quick and  the food was excellent. Our server was Lyka, she attended to all of our requests. We""ll definitely recommend to our family and friends.",5,SUteiShi,Japanese restaurant
"Food and ambience was great! Excellent service from the server, Lyka helped me decide which food to get. Will definitely comeback with my family!",5,SUteiShi,Japanese restaurant
"We loved this spot! It had great music, yummy sushi, and our waitress, Lyka, was so sweet and attentive! We also had very pleasant conversation with Tommy who also gave us suggestions on dessert places around town which we were craving badly! Highly recommend  ",5,SUteiShi,Japanese restaurant
"A favorite for Sushi in FiDi, and our server Lyka was fast and friendly  More",5,SUteiShi,Japanese restaurant
"Stopped by the other day with my significant other and was very impressed. The atmosphere was phenomenal , the food was presented beautifully. Our server vanity was very attentive if I could give 6 stars I would. I will be back again",5,SUteiShi,Japanese restaurant
Very friendly and amazing food for a reasonable price! Very nice server named TJ! Would definitely come back another time!,5,SUteiShi,Japanese restaurant
"Food is always GOOD,  I love the fried ice cream and shrimp.  More",5,SUteiShi,Japanese restaurant
"Fun, delicious and fantastic waiters and staff. Quiet corner to dine out. Had a great time. Delicious sushi yum!",5,SUteiShi,Japanese restaurant
It took a long time for them to inform us that they were out of urchin. The sushi was good but over priced. The Shirley temple was a let down. Our server said she felt over worked. Overall not a great experience,2,SUteiShi,Japanese restaurant
It's one of the best sushi places in Manhattan.,5,SUteiShi,Japanese restaurant
Really nice place. Good food and extremely kind staff.  More,5,SUteiShi,Japanese restaurant
"Unfortunately, I did not have a good experience from here. Sashimi was poorly cut, seemed like they just threw it together. Scallop was fishy, salmon was ok. Definitely not worth the $67 for 1 sushi roll and some sashimi. I has delivery maybe dine is better  More",1,SUteiShi,Japanese restaurant
"Ordered the Hot and Crispy Shrimp, Orange Dragon roll and the Steamed Shrimp Shumai and everything was incredibly delicious. The Yuzu lemonade was also refreshing.",5,SUteiShi,Japanese restaurant
"Food was good, priced right for the location, second trip is in the near future.  More",5,SUteiShi,Japanese restaurant
"Second time here. First time was in 2020 Summer for my birthday. We had a two party dinner Omakase. It was amazing! This time we came for lunch. We love the sushi roll and rock barbecue. Especially, the barbecue was creative. We also had an   More",5,SUteiShi,Japanese restaurant
Very friendly staff and nice clean location. Sushi appeared fresh but somewhat tasteless     More,4,SUteiShi,Japanese restaurant
"I am a local, been going for years, and unfortunately I can no longer recommend. Quality is way down and prices are up. And now they're one of those places that tacks on a 3.5% ""service fee."" Not going back, which is heartbreaking.",2,SUteiShi,Japanese restaurant
They seem green but they know what they're doing. Give them the chance they deserve. Sake flight & Orange Dragon are smooooth.,4,SUteiShi,Japanese restaurant
"Had a lovely date here. Dont particularly remember everything we ordered but everything was lovely. We got the fried oysters to start, some chicken teriyaki, and then a couple specialty rolls and some spicy tuna rolls. The specialty roll was the truffle was fantastic.  More",5,SUteiShi,Japanese restaurant
Best service ever from Nazzi!! We absolutely loved the fried oysters and all of the sushi that we had excellent excellent excellent food and an amazing experience  More,5,SUteiShi,Japanese restaurant
Good customer service.  Nice friendly staff. Good food. A bit pricy,4,SUteiShi,Japanese restaurant
"While the service is very good, the Sashimi is way overpriced and terrible, it made my father and I sick",2,SUteiShi,Japanese restaurant
Very good service. Excellent food.,5,SUteiShi,Japanese restaurant
"Halley was such a pleasure and was amazing!!! From the first phone call throughout our meal she was a super, warm team member.  We will be back for another memorable experience!!",5,SUteiShi,Japanese restaurant
"The service was fast and courteous. The ambiance was dark and even though the music did not match the Asian vibe, it was still pleasant.   More",5,SUteiShi,Japanese restaurant
Very good sushi and great service.  More,5,SUteiShi,Japanese restaurant
"I just had sashimi delivered from here, and Ive eaten at many high end sushi places across the US; however, this is some of the best sashimi Ive ever had! Highly recommend this place! I will be back!  More",5,SUteiShi,Japanese restaurant
"Sushi was great, service was hands off. Would be back.  More",5,SUteiShi,Japanese restaurant
I live near this restaurant and I order every week! Best sushi in NYC for delivery/ take out! Fish is very fresh!,5,SUteiShi,Japanese restaurant
"Hands down the best sushi downtown (maybe in all of Manhattan?!) It's a cute small spot right in the seaport, but it has extended outdoor dining in the summer. Definitely try the gyoza, Crunchy East roll, and the Kimono roll.",5,SUteiShi,Japanese restaurant
"Great sushi. Pearl, Spider crab maki, and miso soup is delicious.  More",5,SUteiShi,Japanese restaurant
excellent...very rich...great attention and they sp   More,5,SUteiShi,Japanese restaurant
We went looking for a higher level of sushi in/near the Financial District and came across SUteiShi. Its excellent in every way. We are well in the heated outdoor seating and had great service from Ms Somoza.   More,5,SUteiShi,Japanese restaurant
"We had 4 of the rolls: pacific jewel, red dragon, Sakura, & kimono, the shishito peppers and blue crab gyoza. The rolls were all great and shishitos were amazing. The blue crab gyozas were fried wontons with the tiniest speck of crab in them. Not worth $15 IMO.  More",5,SUteiShi,Japanese restaurant
hidden gem which also happens to be THE best sushi spot in Manhattan always on point with the freshest sushi/sashimi pieces.  Service is top notch.  More,5,SUteiShi,Japanese restaurant
Service was very quick and the food was delicious. Ambience was relaxing. Suitable for solo diners.   More,5,SUteiShi,Japanese restaurant
No truffle at all in truffle rolls :(((,1,SUteiShi,Japanese restaurant
Excellent sushi. Good service. Would recommend.,5,SUteiShi,Japanese restaurant
"My daughter wanted this dessert that was ice cream with fried bananas which she had many times before, it was delicious. It's on the menu in a different section.  More",4,SUteiShi,Japanese restaurant
"Best food ever, I go here every time I am in nyc and the food is always bussin.  They have such unique specialty rolls, 5/5 food and service is amazing!",5,SUteiShi,Japanese restaurant
"Fast service, great food, good price",5,SUteiShi,Japanese restaurant
"Place is ok, I'll have to come back and actually try the sushi but the warm dishes were just ""ok"". Taste (seasoning) and portion sizes were lacking",3,SUteiShi,Japanese restaurant
fast and friendly service and very good quality,5,SUteiShi,Japanese restaurant
"Came here with my brother for sushi because of the great reviews and it didnt disappoint. We got a variety of sashimi, an appetizer, and hot green tea. The food and drink were delicious and the price was decent. Our server Hei Lai in the booth was very attentive and nice. Would definitely come back!",5,SUteiShi,Japanese restaurant
"Food was so delicious,ambiance is so relaxing and the Server tommy is so friendly and polite with us...God job guys,will definitely comeback...",5,SUteiShi,Japanese restaurant
Its my first time dining here and my experience was phenomenal! Tommy was terrific! Im very satisfied with the food and the service! Keep it up.,5,SUteiShi,Japanese restaurant
Its my first time here. I love the people accommodating us especially tommy and the food was so good! Will definitely eat here again.,5,SUteiShi,Japanese restaurant
The food was exquisite.Our sever TOMMY is the BEST!Will definitely come back.  More,5,SUteiShi,Japanese restaurant
"I had a great experience dining at suteishi. I had the king of New York and the spider and sea of scallops, and eel avocado, the food was top notch and the service I received by the waitress Tanya was first class, would totally recommend and cant wait to visit again.",5,SUteiShi,Japanese restaurant
"it was really good! 100% recommended this. I was there with my husband and our server Tommy was really nice. the ambiance, food and our server 100% recommend!",5,SUteiShi,Japanese restaurant
Great place with amazing view! One of the best sushi place in NYC with great customer service. We had an amazing night here last Tuesday and our server Tommy was the best. Will definitely keep coming back here,5,SUteiShi,Japanese restaurant
"The food is amazing! Im a fan of sushi this is the best sushi place in town, Our server tommy he is very helpful last night, I will bring more friends in here! Gracias!!!",5,SUteiShi,Japanese restaurant
Had a great time out tonight and wrapping it up with friends we decided to come here since it was recommended. The food was fantastic! All the staff and nice and welcoming specially our server Jojo. He was absolutely amazing and he made   More,5,SUteiShi,Japanese restaurant
"Great food, better service, thanks Pablo!",5,SUteiShi,Japanese restaurant
"I come to this place every time I'm in NYC. Hands down the freshest sushi! Absolutely delicious. Our server Thanya was delightful, very attentive, and with a genuine smile.   More",5,SUteiShi,Japanese restaurant
"Great, filling and interesting sushi, the cocktails were also wonderful. The atmosphere is relaxing and friendly.  More",5,SUteiShi,Japanese restaurant
The food was so good. Definitely i will comeback here. Super thanks to our server Tommy for a great service.,5,SUteiShi,Japanese restaurant
"Great sushi place near Brooklyn bridge. Place is clean and food is great! Thanks to our friendly server Jojo, we enjoyed our food and stay. We will definitely come back!",5,SUteiShi,Japanese restaurant
"After a long day at work, this is one of the best places to hang. The view and vibes is just one of the best. The food is great and all the staff are very nice! My server Jojo have always served me when i come here and hes one of the best! I saw a bad review a couple of days ago and i thought id leave a nice one!",5,SUteiShi,Japanese restaurant
"Great food, staff and amazing view! A friend took me here and it was really good! Our server was Jojo and he was just fantastic! Ill be sure to come back!",5,SUteiShi,Japanese restaurant
"One of the best places to get sushi from. The place is clean, the vibe of the place plus the brooklyn bridge as the view is just right on! Our server Jojo was very helpful and attentive and made sure our experience was 100%, thank you!   More",5,SUteiShi,Japanese restaurant
"Hey thanks to Angelo Carranza he do everything well , and I want say that this is the best sushi restaurant ",5,SUteiShi,Japanese restaurant
"Hands down best sushi in NYC! Fish was fresh, prices were fair and our server Karla was very attentive and gave the best service! Definitely 10/10!",5,SUteiShi,Japanese restaurant
"Good food and great service, Props to Tom! Will definitely come back again.",5,SUteiShi,Japanese restaurant
The Sushi I Tried here was the best. I really loved how clean the places is and the service Angelo gives is really good and Professional. Everything was Excellent.  More,5,SUteiShi,Japanese restaurant
"Im a sushi lover and this place did not disappoint. Starting from our server, Angelo who was very professional to the food which was amazing and the place that was super clean. Definitely going back!  More",5,SUteiShi,Japanese restaurant
Excellent food the best sushi in New York and tremendous customer service. Angelo Carranza The best ,5,SUteiShi,Japanese restaurant
"Its  our first time eating in this sushi house with my family and It was amazing especially orange dragon and kimono is the best roll ever, and the server Tommy his very attentive and nice to us! definitely will bring our friends soon  ",5,SUteiShi,Japanese restaurant
Love the food! Huge thank you to Jojo! Hes simply the best!,5,SUteiShi,Japanese restaurant
"Hands down best sushi and staff in NYC! Our amazing server Karla made sure to give her expert advise on both menu items and drinks. The food was top tier quality with fair prices.  We made sure to come back a second to this restaurant during our weekend trip! It was an amazing experience, 10/10- definitely planning on coming back!",5,SUteiShi,Japanese restaurant
Had a great time on my first visit. Food was very good and price was reasonable. Tommy was very helpful and accommodating. I'll be back with few of my friends next time! :),5,SUteiShi,Japanese restaurant
I have been coming here for a little while now but always took to go .Finally I took my time today and dined in I had the homemade blue crab Gyoza with king crab miso soup super fresh and good. My server  was Tommy super great as well very   More,5,SUteiShi,Japanese restaurant
"One of the best places to get sushi from. Amazing staff amazing food and the view of brooklyn bridge is nice! Its my first time coming on a weekend and it gets pretty busy, but our server Jojo made our experience great. And hes kind of cute too! Lol. Will definitely come back!",5,SUteiShi,Japanese restaurant
"Very rude hosts,I entered and requested a table for one person,The hosts told me to sit at a table outside (it's already 9:30pm) I choose a   More",1,SUteiShi,Japanese restaurant
This restaurant is a great place to come eat out with friends. The environment is so nice and very welcoming! Our server was Jeffery and he was amazing. He made us feel very comfortable and had a great personality! He was super attentive   More,5,SUteiShi,Japanese restaurant
had the most amazing delicious scrumptious lunch here with amazing top notch service courtesy of my man jeffrey. king killed it with kindness and promptness. literally would come here again just for jeffrey hes a boyboss. i asked him for a fork and he brought it quickly and with flare. go show some love for jeffrey <3,5,SUteiShi,Japanese restaurant
"Went here with my family a few weeks ago. You can make reservations for a table. There is a nice ambiance and pretty outdoor seating as well. Our server, Fay, did a tremendous job serving us that night. He was attentive and made some great   More",5,SUteiShi,Japanese restaurant
Absolutely amazing food. Jeffrey took care of everything we needed and more!! If you come by don't pass up the hot stone steak  ,5,SUteiShi,Japanese restaurant
Love coming here for Jeffrey! Hes absolutely an amazing server and so nice and personable!!!,5,SUteiShi,Japanese restaurant
Great customer service and great food ! The entire staff was incredibly attentive. Would strongly recommend checking this place out.  More,5,SUteiShi,Japanese restaurant
"Phenomenal food and service, Karla is amazing! Highly recommend!",5,SUteiShi,Japanese restaurant
"Carla is the best, excelente service",5,SUteiShi,Japanese restaurant
Karla is the best ever! Amazing service always,5,SUteiShi,Japanese restaurant
"Thank you JoJo for great dining experience!Nice staff - very friendly. It is a perfect spot! JoJo was simply amazing! I had the Udon steak stir fry! Also, great view and location of the Brooklyn bridge!  More",5,SUteiShi,Japanese restaurant
"My sister and I visited NYC and a friend recommend suteishi. We had a great time!  Both, food and drinks were amazing and our server, Pablo, was very kind and helpful, not only with the menu, but he also gave us tips and recommendations about our stay in the city. We would definitely come back!",5,SUteiShi,Japanese restaurant
"Food and service was amazing! A huge THANK YOU to Pablo who made our night so special by providing the best customer service and laughs we've had all trip. His recommendation of the Hot and Crispy shrimp was divine, definitely my new go to. The best sushi in NYC! Ask for Pablo when you go, you will not regret it!",5,SUteiShi,Japanese restaurant
"Best sushi in NYC! The yellowtail jalapeo appetizer was absolutely incredible, all the rolls are really good (specially for the roll in the picture )very good quality, price is fair specially when they have fresh ingredients and tasty   More",5,SUteiShi,Japanese restaurant
"Best sushi in NY! My server Karla was very attentive and gave the best service. She was kind, witty, funny and ditzy. The views, vibes, and service will definitely make me come back. Ask for Karla!  More",5,SUteiShi,Japanese restaurant
Carla was the most attentive excellent and amazing Server ever  I love her ,5,SUteiShi,Japanese restaurant
Local treasure! Love the food and the service was great.  More,5,SUteiShi,Japanese restaurant
Really great sushi and a friendly well mannered service staff. I enjoyed everything. Thank youu,5,SUteiShi,Japanese restaurant
Well crafted Japanese standbys in lower Manhattan  More,4,SUteiShi,Japanese restaurant
AMBIANCESushi was literally melt in your mouth.  Food and decor were top notch.  Service   More,4,SUteiShi,Japanese restaurant
went to a private event- delicious sushi,5,SUteiShi,Japanese restaurant
Ive actually never written a review. But this place is the best sushi in fidi (and one of the best in NYC). The omakase was to die for and YOU HAVE TO GET THE FRIED BANANA DESERT BC OMG. come here :-),5,SUteiShi,Japanese restaurant
Good service and good food. It was event waiters walked around with trays of food.,4,SUteiShi,Japanese restaurant
Beautiful fresh and delicious sushi,5,SUteiShi,Japanese restaurant
"Amazing food, and our waiter Karla was very kind and attentive.",5,SUteiShi,Japanese restaurant
"Worst service in all of nyc. Food was eh, they messed up our order but only take away is how awful the service is.",2,SUteiShi,Japanese restaurant
much good tasting and good looking stuff  More,5,SUteiShi,Japanese restaurant
"Good food, attentive service, spendy. Need to try the omakase next time instead of ordering a la carte, which adds up very, very quickly.",4,SUteiShi,Japanese restaurant
Ive been many times and decided to have my daughters birthday lunch there. The sushi is so fresh and delicious. The staff is so lovely and gracious. Its an all time favorite.,5,SUteiShi,Japanese restaurant
Really good california roll and salmon roll! Decent price too on Doordash,5,SUteiShi,Japanese restaurant
I'm wasn't a big sushi fan. Until I ate here. Superb job. Quite delectable.,5,SUteiShi,Japanese restaurant
its a neighborhood staple id b lost w/o it great food and drinks .staff is wonderful,4,SUteiShi,Japanese restaurant
"Food, service and location were excellent. The cost per person was affordable.  More",5,SUteiShi,Japanese restaurant
"A bit pricey but the quality of the food, service, and atmosphere is worth it. Highly recommend the egg (tamago) sashimi and orange dragon sushi  More",5,SUteiShi,Japanese restaurant
"I live across the street so this is my family's go to dinner spot, love this place! The blueberry mocha is TO DIE FOR  ",5,SUteiShi,Japanese restaurant
Really tasty and high quality sushi. It can compare to much higher end places,5,SUteiShi,Japanese restaurant
"Amazing sushi.  Ive been to Japan and eaten in the fish markets and Ive eaten fancy omakase at a lot of the high end NY places with 1-month waits, so I definitely appreciate high quality sushi. And I LOVE Suteishi. The fish cuts are   More",5,SUteiShi,Japanese restaurant
Always incredibly delicious and occasionally innovative. The sashimi and sushi platters are a solid value for the Sea Port area.,5,SUteiShi,Japanese restaurant
Had an amazing first experience here. The omakase was such a great price for 2 and the quality was superb. Def recommend and will be coming back!,5,SUteiShi,Japanese restaurant
"This is our go to place for delicious and always fresh sushi. My son loves sushi, and loves Suetshi so much. We go here as often as possible . Service is always great. Our favorite appetizer is Tuna ravioli.We are NEVER disappointed going here .",5,SUteiShi,Japanese restaurant
Delightful food impeccable clean .. friendly staff,5,SUteiShi,Japanese restaurant
Came here for a date night and had a wonderful meal outside. They have plenty of sushi options for vegans like myself and standard options for omnivores. Romantic spot!,5,SUteiShi,Japanese restaurant
"Sushi is excellent, fresh, rolls are particularly solid. Very friendly service, and outdoor tented seating was nicely heated on a cold night. Worth the walk to the Seaport.",5,SUteiShi,Japanese restaurant
Great meal last night. Would def. go again. Staff was super friendly too.,5,SUteiShi,Japanese restaurant
Our go-to neighborhood sushi spot. Fresh innovative food and excellent service.,5,SUteiShi,Japanese restaurant
Our favorite place for sushi  ,5,SUteiShi,Japanese restaurant
"Great food with good prices, and outstanding service! They have plenty of outdoor space. We're definitely coming back here whenever we're in the area.",5,SUteiShi,Japanese restaurant
Ambiance and the attentiveness of service was well experienced-4.5 stars.The food was good. I wish accommodations that were requested were made.,4,SUteiShi,Japanese restaurant
"gem located in the heart of south street seaport, serving amazing sushi and other dishes. great ambience and welcoming staff/servers",5,SUteiShi,Japanese restaurant
"Great food and good quality for the price. The place is a little small, but they don't let that slow them down. Service is top notch, and the drinks come out beautifully. Our go to sushi spot for downtown.",5,SUteiShi,Japanese restaurant
This place is always consistently good sushi and the staff is great. Good outdoor dining set up.,5,SUteiShi,Japanese restaurant
Always amazing! The food and service is exceptional. Gladly will continue to support them.,5,SUteiShi,Japanese restaurant
Absolutely phenomenal food! I had been really craving a great sushi meal  of tasty rolls and sashimi. A bunch of our friends where ready to get together and so they set us up outside in a private area which was just perfect. Honestly this   More,5,SUteiShi,Japanese restaurant
"Very tasty sushi, great value, sushi of FiDi. Thank you! ",5,SUteiShi,Japanese restaurant
Really enjoyed the food and server. Jermey was our server super nice! Great out door dining.,5,SUteiShi,Japanese restaurant
The sushi here was absolutely wonderful. The great quality was definitely noticeable.,5,SUteiShi,Japanese restaurant
The food was good (got some sushi rolls and tuna toro) and the staff was nice and welcoming. They offer gluten free and vegetarian options. Prices are on the higher end but not too bad.,4,SUteiShi,Japanese restaurant
Our favorite local sushi place! And the only sushi my 1st grader will touch.,5,SUteiShi,Japanese restaurant
great food! one of my favorite places in seaport District,5,SUteiShi,Japanese restaurant
Very good food and excellent customer service,5,SUteiShi,Japanese restaurant
Good good good really good best customer service,5,SUteiShi,Japanese restaurant
"Phenomenal experience, wonderful service, and great selection. Highly recommend the orange dragon and red dragon rolls!",5,SUteiShi,Japanese restaurant
Great sushi restaurant in the Seaport District. Friendly staff and beautifully created rolls. SUtei helps mix it up in a neighborhood full of Italian restaurants.   More,5,SUteiShi,Japanese restaurant
Super delicious fresh fish  helpful staff  great sake,5,SUteiShi,Japanese restaurant
Top notch service and excellent sushi! Drinks were great too!,5,SUteiShi,Japanese restaurant
"Among the places I ate in New York, it was the    More",5,SUteiShi,Japanese restaurant
"Decent quality but not an interesting selection of fish and not a good value.  The sushi and sashimi combination at lunch was $34, which would have been ok if they had included soup or salad and tea.  Instead they charged $8 extra for miso soup and tea.",3,SUteiShi,Japanese restaurant
Excellent sushi and great value for money.,5,SUteiShi,Japanese restaurant
"Excellent sushi. The prices were a bit high but expected for Manhattan. Unfortunately they charge for hot tea. Very good and nice place all around. You wont go wrong. Contrary to another review I saw, they take MasterCard.",4,SUteiShi,Japanese restaurant
Nice location near iPic theatre.Food is creativeThe reason I give 3 star is the speed. It took us longer time to wait for their dish.,3,SUteiShi,Japanese restaurant
Excellent food and staff. Highly recommended!,5,SUteiShi,Japanese restaurant
Fish tasted fresh and soooo delicious!! The hand rolls were incredible! All so very good and the service was great.,5,SUteiShi,Japanese restaurant
We enjoyed the sushi menu and had an outstanding date.,5,SUteiShi,Japanese restaurant
Great food! We took away some food once and then went back again!,5,SUteiShi,Japanese restaurant
A sushi place for family. They have a cute kids menu.,5,SUteiShi,Japanese restaurant
"Overall, a high quality Japa   More",5,SUteiShi,Japanese restaurant
"Lovely location and very helpful and kind staff, I went because I was craving yaki udon and it was the first thing that came up in a search. I'm glad it did because it was so yummy!",5,SUteiShi,Japanese restaurant
Our favorite restaurant in the city!,5,SUteiShi,Japanese restaurant
"Great little place for sushi, always clean and fast service",4,SUteiShi,Japanese restaurant
Perfect sushiplace in historic seaport area.,5,SUteiShi,Japanese restaurant
"My family loves this place. Food is always fresh, tasty and visually appealing. It is all moderately priced. The staff is attentive and friendly. Would highly recommend that you give them a try if you're in the area. You will not be disappointed.",4,SUteiShi,Japanese restaurant
Very accommodating and patient. But they should ask about splitting check before giving it to customer.,5,SUteiShi,Japanese restaurant
I came here for the first time today based off the good reviews i have seen and i would say its hit and miss. The customer service is excellent they were very kind and prompt with me and its really clean there. I say hit and miss because   More,3,SUteiShi,Japanese restaurant
"Friendly waitstaff, great service and flavorful food",5,SUteiShi,Japanese restaurant
Great modern Japanese food with some unique touches. Try the tuna wrapped  ,5,SUteiShi,Japanese restaurant
"Good, fresh, moderately priced for nyc.",5,SUteiShi,Japanese restaurant
The restaurant appears bear bones in terms of ambiance and decor. It doesn't have a defined feel to me; it was opened up to the street and they have a bunch of their tables on the sidewalk.   More,3,SUteiShi,Japanese restaurant
Great sushi with friendly staff. Great date spot close to the waiter with outdoor seating,5,SUteiShi,Japanese restaurant
"Very good Japanese restaurant! The food itself is always fresh and delicious! The highlight of this restaurant is their sushi! Overall pretty busy place, but understandable the food is simply amazing and the offer a lot of variety of   More",5,SUteiShi,Japanese restaurant
My favorite sushi place in the city,5,SUteiShi,Japanese restaurant
"Great sushi, friendly service, amazing view of the Brooklyn Bridge. Go on a nice evening and sit outside. Start with the Tuna Ravioli ( tuna carpaccio wrapped around crushed edamame) and go with the Kimono roll ( spicy salmon with truffle   More",5,SUteiShi,Japanese restaurant
"Casual place for sushi. The food is surprisingly good, great value for your money",5,SUteiShi,Japanese restaurant
"I ordered Handroll sushi, my mistake as I was expecting rolls. As it was the spicy tuna it was all mashed up with mayo which I learned is supposed to be like that. Taste was not good though. Fish tasted warmer than room temperature. Lack of   More",3,SUteiShi,Japanese restaurant
"Delicious bento box! Great fish choices, each item in the box was prepared with the same level of affection and careb including their miso soup. Great service and wonderful summer atmosphere.",5,SUteiShi,Japanese restaurant
First visit and we had the sashimi plate for $32 which came with 6 types of fish and 17 pieces very generously sliced and so fresh. We also ordered the black cod and that was nice but on the expensive side for the size. The miso eggplant   More,4,SUteiShi,Japanese restaurant
"Good place to have Japanese food in Port area. We try the kids manual, King of New York roll and a soup udon. The food are great.",5,SUteiShi,Japanese restaurant
Wonderful food and sushi. Very affable service.,5,SUteiShi,Japanese restaurant
"Excellent sushi and other yummy foods.  Fantastic caring service, as well.  Enjoyed our visit.",5,SUteiShi,Japanese restaurant
"My Son got married at city hall, then our party of six walked down to Peck Slip which is charming alone but Suteishi was clean and funky, and open at noon! We ordered Omakase for 4+2 and I got Uni for myself. The sushi was fresh and   More",5,SUteiShi,Japanese restaurant
"Fresh choices, great sushi, quality food and great service",5,SUteiShi,Japanese restaurant
The food is great. Home made misu soup is great. The waiters are very friendly. Thanks a lot,5,SUteiShi,Japanese restaurant
"Great food, I'd rather decide about how much I would like to tip alone, thanks.",3,SUteiShi,Japanese restaurant
"We arrived by chance and it was the best gastronomic experience of the day. Excellent , fresh and tasty food with impressively friendly service. I have placed this in my list of places to recommend and revisit in NYC...",5,SUteiShi,Japanese restaurant
Top level shushi and service - A winning combination!,5,SUteiShi,Japanese restaurant
DELICIOUS! FRESH! Sooo good and healthy!! VERY VERY quick food prep by restarting and then speedy delivery via seamless!!  ,5,SUteiShi,Japanese restaurant
"My wife and I had a great time. Nice view, great location and sushi was delicious. We went during lunch on a weekend and it wasnt very busy.",5,SUteiShi,Japanese restaurant
Wonderful and amazing sushi...so good! Staffing was amazing  ..kind ..courteous and friendly...always greeted and checked on with a smile! Excellent experience!,5,SUteiShi,Japanese restaurant
"Great local sushi eatery. Line can be a bummer on some days, as well as cash/AMEX only. They offer very nice selections of fish which is very good for the price. Portions tend to be large as well.",4,SUteiShi,Japanese restaurant
"Damn this Google review thing can't score stuff higher than 5. The whole crew at Suteishi is amazing, and the resulting service and food quality reflects that. While not a local, I was in NY for 4 months working and I frequented this place   More",5,SUteiShi,Japanese restaurant
"Great sushi, amazing service, romantic atmosphere. Would recommend!",5,SUteiShi,Japanese restaurant
Good sushi for a decent price!,4,SUteiShi,Japanese restaurant
"Weve lived in the neighborhood for years & walked by Suteishi several times & always busy.  We made reservations for Christmas Eve & we had a very nice waitress, Gina who gave us good recommendations that we took.   The food was excellent   More",4,SUteiShi,Japanese restaurant
The sushi here is very fresh and well presented. Prices are also very reasonable for the city. The staff is very friendly.   More,5,SUteiShi,Japanese restaurant
"Awesome sushi, my favorite so far in Manhattan",5,SUteiShi,Japanese restaurant
Great service and excellent sushi. If I recollect it may have been slightly pricey for the plates but all in all it was a nice experience that I'd go back for.,4,SUteiShi,Japanese restaurant
Great Sushi Joint with fantastic Omakse Options.,5,SUteiShi,Japanese restaurant
The food and service were great. The establishment is well-designed and looks great. Staff was lovely as well.,5,SUteiShi,Japanese restaurant
"When I went, my boyfriend and I were the only ones sitting at a table. There were a couple of people sitting at the sushi bar, but the restaurant was basically empty.   More",3,SUteiShi,Japanese restaurant
It had delicious  sushi for a reasonable price and the decor and style was very impressive,5,SUteiShi,Japanese restaurant
Hard to find. But the food came fast and was delicious and the staff was nice,5,SUteiShi,Japanese restaurant
Great place for sushi near a bridge.,3,SUteiShi,Japanese restaurant
Great service and food.  You cannot beat the location when you look out and see the Brooklyn Bridge. Great historic area.,5,SUteiShi,Japanese restaurant
Great staff. Good was awesome. Ambiance not so much,4,SUteiShi,Japanese restaurant
"Nice and relatively comfortable spot and friendly staff.  The evening was pleasant so they had the glass wall opened.  That was fine up until the food started to arrive. This is also when the little fly's started to pay us a visit, but not   More",3,SUteiShi,Japanese restaurant
"Sushi is ok for the standard of NY, satisfactory but missing the wow factor. Bills came to around $100 for 3 rolls and an udon.",4,SUteiShi,Japanese restaurant
"Great foods, staff and manager. Service was amazing! Love the sushi!",5,SUteiShi,Japanese restaurant
"Nice location, average sushi, good value for money.",4,SUteiShi,Japanese restaurant
Nice place to eat and good service.  The food were fresh.,4,SUteiShi,Japanese restaurant
"This is one of my favorite restaurant's in all of NYC! The sushi is fresh and delicious, the atmosphere is relaxing and the customer service is great. I look forward to coming here and can't recommend it enough!",5,SUteiShi,Japanese restaurant
Nice environment. Excellent food.,4,SUteiShi,Japanese restaurant
Not a huge sushi eater but I enjoyed my self. Service is excellent.,4,SUteiShi,Japanese restaurant
